OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Managers,over 60ties,very high income,0,Single / not married,Higher education,Commercial associate,2+2,1,5,5,5,5,17,29.411764705882355
Managers,over 60ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,6,6,6,6,104,5.769230769230769
Managers,over 60ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,98,98,98,98,104,94.23076923076923
Managers,over 60ties,very high income,1,Married,Higher education,Working,couple,0,23,23,23,23,146,15.753424657534246
Managers,over 60ties,very high income,1,Married,Higher education,Working,couple,1,123,123,123,123,146,84.24657534246576
Managers,under 30ties,high income,0,Civil marriage,Higher education,Working,couple,0,40,40,40,40,40,100.0
Managers,under 30ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,46,46,46,46,46,100.0
Managers,under 30ties,high income,0,Married,Higher education,Commercial associate,2+2,0,18,18,18,18,18,100.0
Managers,under 30ties,high income,0,Married,Higher education,Commercial associate,couple,0,160,160,160,160,358,44.6927374301676
Managers,under 30ties,high income,0,Married,Higher education,Commercial associate,couple,1,198,198,198,198,358,55.3072625698324
Managers,under 30ties,high income,0,Married,Higher education,State servant,2+1,0,68,68,68,68,119,57.14285714285714
Managers,under 30ties,high income,0,Married,Higher education,State servant,2+1,1,51,51,51,51,119,42.857142857142854
Managers,under 30ties,high income,0,Married,Higher education,Working,2+1,0,31,31,31,31,91,34.065934065934066
Managers,under 30ties,high income,0,Married,Higher education,Working,2+1,1,60,60,60,60,91,65.93406593406593
Managers,under 30ties,high income,0,Married,Incomplete higher,Commercial associate,2+1,0,39,39,39,39,429,9.090909090909092
Managers,under 30ties,high income,0,Married,Incomplete higher,Commercial associate,2+1,1,390,390,390,390,429,90.9090909090909
Managers,under 30ties,high income,0,Married,Incomplete higher,Working,couple,0,22,22,22,22,47,46.808510638297875
Managers,under 30ties,high income,0,Married,Incomplete higher,Working,couple,1,25,25,25,25,47,53.191489361702125
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,52,52,52,52,52,100.0
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,0,40,40,40,40,89,44.9438202247191
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,49,49,49,49,89,55.0561797752809
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,5,5,5,5,5,100.0
Managers,under 30ties,high income,0,Married,Secondary / secondary special,State servant,2+1,1,23,23,23,23,23,100.0
Managers,under 30ties,high income,0,Married,Secondary / secondary special,State servant,couple,1,40,40,40,40,40,100.0
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,19,19,19,19,52,36.53846153846153
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,33,33,33,33,52,63.46153846153846
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,17,17,17,17,30,56.666666666666664
Managers,under 30ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,13,13,13,13,30,43.333333333333336
Managers,under 30ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,56,56,56,56,56,100.0
Managers,under 30ties,high income,0,Single / not married,Higher education,Working,1 person household,1,174,174,174,174,174,100.0
Managers,under 30ties,high income,0,Single / not married,Incomplete higher,Commercial associate,couple,1,137,137,137,137,137,100.0
Managers,under 30ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,4,4,4,4,29,13.793103448275861
Managers,under 30ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,25,25,25,25,29,86.20689655172413
Managers,under 30ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,14,14,14,14,14,100.0
Managers,under 30ties,high income,1,Married,Higher education,Working,couple,0,26,26,26,26,235,11.063829787234042
Managers,under 30ties,high income,1,Married,Higher education,Working,couple,1,209,209,209,209,235,88.93617021276596
Managers,under 30ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+2,0,13,13,13,13,13,100.0
Managers,under 30ties,medium income,0,Married,Higher education,Working,couple,1,18,18,18,18,18,100.0
Managers,under 30ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,84,84,84,84,84,100.0
Managers,under 30ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,0,40,40,40,40,95,42.10526315789473
Managers,under 30ties,very high income,0,Civil marriage,Secondary / secondary special,State servant,2+1,1,55,55,55,55,95,57.89473684210527
Managers,under 30ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,98,98,98,98,98,100.0
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,2+1,0,7,7,7,7,152,4.605263157894736
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,2+1,1,145,145,145,145,152,95.39473684210526
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,2+2,0,28,28,28,28,184,15.217391304347828
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,2+2,1,156,156,156,156,184,84.78260869565217
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,couple,0,11,11,11,11,259,4.247104247104247
Managers,under 30ties,very high income,0,Married,Higher education,Commercial associate,couple,1,248,248,248,248,259,95.75289575289575
Managers,under 30ties,very high income,0,Married,Higher education,State servant,couple,1,132,132,132,132,132,100.0
Managers,under 30ties,very high income,0,Married,Higher education,Working,2+1,0,52,52,52,52,91,57.14285714285714
Managers,under 30ties,very high income,0,Married,Higher education,Working,2+1,1,39,39,39,39,91,42.857142857142854
Managers,under 30ties,very high income,0,Married,Higher education,Working,2+2,1,17,17,17,17,17,100.0
Managers,under 30ties,very high income,0,Married,Higher education,Working,couple,0,126,126,126,126,431,29.23433874709977
Managers,under 30ties,very high income,0,Married,Higher education,Working,couple,1,305,305,305,305,431,70.76566125290023
Managers,under 30ties,very high income,0,Married,Incomplete higher,Commercial associate,2+1,1,20,20,20,20,20,100.0
Managers,under 30ties,very high income,0,Married,Incomplete higher,Working,couple,0,100,100,100,100,236,42.3728813559322
Managers,under 30ties,very high income,0,Married,Incomplete higher,Working,couple,1,136,136,136,136,236,57.6271186440678
Managers,under 30ties,very high income,0,Married,Secondary / secondary special,Commercial associate,2+2,1,34,34,34,34,34,100.0
Managers,under 30ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,204,204,204,204,204,100.0
Managers,under 30ties,very high income,0,Married,Secondary / secondary special,Working,2+1,0,90,90,90,90,527,17.077798861480076
Managers,under 30ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,437,437,437,437,527,82.92220113851992
Managers,under 30ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,37,37,37,37,37,100.0
Managers,under 30ties,very high income,0,Separated,Incomplete higher,Working,1 person household,0,58,58,58,58,68,85.29411764705883
Managers,under 30ties,very high income,0,Separated,Incomplete higher,Working,1 person household,1,10,10,10,10,68,14.705882352941178
Managers,under 30ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,0,14,14,14,14,14,100.0
Managers,under 30ties,very high income,0,Separated,Secondary / secondary special,Commercial associate,couple,0,16,16,16,16,16,100.0
Managers,under 30ties,very high income,0,Separated,Secondary / secondary special,Working,1 person household,0,32,32,32,32,32,100.0
Managers,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,25,25,25,25,39,64.1025641025641
Managers,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,14,14,14,14,39,35.8974358974359
Managers,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,couple,0,93,93,93,93,270,34.44444444444444
Managers,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,couple,1,177,177,177,177,270,65.55555555555556
Managers,under 30ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,49,49,49,49,198,24.747474747474747
Managers,under 30ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,149,149,149,149,198,75.25252525252525
Managers,under 30ties,very high income,0,Single / not married,Incomplete higher,Working,1 person household,0,36,36,36,36,56,64.28571428571429
Managers,under 30ties,very high income,0,Single / not married,Incomplete higher,Working,1 person household,1,20,20,20,20,56,35.714285714285715
Managers,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,78,78,78,78,140,55.714285714285715
Managers,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,62,62,62,62,140,44.285714285714285
Managers,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,16,16,16,16,16,100.0
Managers,under 30ties,very high income,0,Widow,Secondary / secondary special,Working,2+1,0,28,28,28,28,77,36.36363636363637
Managers,under 30ties,very high income,0,Widow,Secondary / secondary special,Working,2+1,1,49,49,49,49,77,63.63636363636363
Managers,under 30ties,very high income,1,Married,Higher education,Commercial associate,2+1,0,24,24,24,24,66,36.36363636363637
Managers,under 30ties,very high income,1,Married,Higher education,Commercial associate,2+1,1,42,42,42,42,66,63.63636363636363
Managers,under 30ties,very high income,1,Married,Higher education,Working,couple,0,17,17,17,17,268,6.343283582089552
Managers,under 30ties,very high income,1,Married,Higher education,Working,couple,1,251,251,251,251,268,93.65671641791045
Managers,under 30ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,0,25,25,25,25,96,26.041666666666668
Managers,under 30ties,very high income,1,Single / not married,Higher education,Commercial associate,1 person household,1,71,71,71,71,96,73.95833333333334
Managers,under 30ties,very high income,1,Single / not married,Incomplete higher,Commercial associate,1 person household,0,15,15,15,15,15,100.0
Managers,under 30ties,very high income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,154,154,154,154,154,100.0
Managers,under 40ties,high income,0,Civil marriage,Incomplete higher,Commercial associate,2+1,1,61,61,61,61,61,100.0
Managers,under 40ties,high income,0,Civil marriage,Lower secondary,Working,couple,1,99,99,99,99,99,100.0
Managers,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,2+1,1,134,134,134,134,134,100.0
Managers,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Working,couple,1,135,135,135,135,135,100.0
Managers,under 40ties,high income,0,Married,Higher education,Commercial associate,2+1,0,119,119,119,119,189,62.96296296296296
Managers,under 40ties,high income,0,Married,Higher education,Commercial associate,2+1,1,70,70,70,70,189,37.03703703703704
Managers,under 40ties,high income,0,Married,Higher education,Commercial associate,2+2,1,99,99,99,99,99,100.0
Managers,under 40ties,high income,0,Married,Higher education,Commercial associate,couple,0,55,55,55,55,212,25.943396226415093
Managers,under 40ties,high income,0,Married,Higher education,Commercial associate,couple,1,157,157,157,157,212,74.05660377358491
Managers,under 40ties,high income,0,Married,Higher education,State servant,2+1,1,3,3,3,3,3,100.0
Managers,under 40ties,high income,0,Married,Higher education,State servant,2+2,0,10,10,10,10,143,6.993006993006993
Managers,under 40ties,high income,0,Married,Higher education,State servant,2+2,1,133,133,133,133,143,93.00699300699301
Managers,under 40ties,high income,0,Married,Higher education,State servant,couple,0,12,12,12,12,144,8.333333333333332
Managers,under 40ties,high income,0,Married,Higher education,State servant,couple,1,132,132,132,132,144,91.66666666666666
